Type,Object,count,Group,Items,NItems,Proportion
minecraft:stonecutting,deepslate_bricks,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_brick_slab,6,,['deepslate_bricks'],[3],[1.0]
minecraft:stonecutting,deepslate_brick_slab,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_slab,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_slab,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_brick_stairs,4,,['deepslate_bricks'],[6],[1.0]
minecraft:stonecutting,deepslate_brick_stairs,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_stairs,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_stairs,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_brick_wall,6,,['deepslate_bricks'],[6],[1.0]
minecraft:stonecutting,deepslate_brick_wall,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_wall,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_brick_wall,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_tiles,4,,['deepslate_bricks'],[4],[1.0]
minecraft:stonecutting,deepslate_tiles,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_tiles,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_tiles,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_tile_slab,6,,['deepslate_tiles'],[3],[1.0]
minecraft:stonecutting,deepslate_tile_slab,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_slab,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_slab,1,,['deepslate_tiles'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_slab,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_tile_stairs,4,,['deepslate_tiles'],[6],[1.0]
minecraft:stonecutting,deepslate_tile_stairs,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_stairs,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_stairs,1,,['deepslate_tiles'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_stairs,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,deepslate_tile_wall,6,,['deepslate_tiles'],[6],[1.0]
minecraft:stonecutting,deepslate_tile_wall,1,,['cobbled_deepslate'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_wall,1,,['deepslate_bricks'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_wall,1,,['deepslate_tiles'],[1],[1.0]
minecraft:stonecutting,deepslate_tile_wall,1,,['polished_deepslate'],[1],[1.0]
minecraft:crafting_shaped,detector_rail,6,,"['stone_pressure_plate', 'redstone', 'iron_ingot']","[1, 1, 6]","[0.125, 0.125, 0.75]"
minecraft:crafting_shapeless,diamond,9,,['diamond_block'],[1],[1.0]
minecraft:crafting_shaped,diamond_axe,1,,"['stick', 'diamond']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,diamond_block,1,,['diamond'],[9],[1.0]
minecraft:crafting_shaped,diamond_boots,1,,['diamond'],[4],[1.0]
minecraft:crafting_shaped,diamond_chestplate,1,,['diamond'],[8],[1.0]
minecraft:blasting,diamond,1,diamond,['deepslate_diamond_ore'],[1],[1.0]
minecraft:blasting,diamond,1,diamond,['diamond_ore'],[1],[1.0]
minecraft:smelting,diamond,1,diamond,['deepslate_diamond_ore'],[1],[1.0]
minecraft:smelting,diamond,1,diamond,['diamond_ore'],[1],[1.0]
minecraft:crafting_shaped,diamond_helmet,1,,['diamond'],[5],[1.0]
minecraft:crafting_shaped,diamond_hoe,1,,"['stick', 'diamond']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,diamond_leggings,1,,['diamond'],[7],[1.0]
minecraft:crafting_shaped,diamond_pickaxe,1,,"['stick', 'diamond']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,diamond_shovel,1,,"['stick', 'diamond']","[2, 1]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,diamond_sword,1,,"['stick', 'diamond']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,diorite,2,,"['cobblestone', 'quartz']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,diorite_slab,6,,['diorite'],[3],[1.0]
minecraft:stonecutting,diorite_slab,1,,['diorite'],[1],[1.0]
minecraft:crafting_shaped,diorite_stairs,4,,['diorite'],[6],[1.0]
minecraft:stonecutting,diorite_stairs,1,,['diorite'],[1],[1.0]
minecraft:crafting_shaped,diorite_wall,6,,['diorite'],[6],[1.0]
minecraft:stonecutting,diorite_wall,1,,['diorite'],[1],[1.0]
minecraft:crafting_shaped,dispenser,1,,"['cobblestone', 'redstone', 'bow']","[7, 1, 1]","[0.7777777777777778, 0.1111111111111111, 0.1111111111111111]"
minecraft:crafting_shapeless,dried_kelp,9,,['dried_kelp_block'],[1],[1.0]
minecraft:crafting_shaped,dried_kelp_block,1,,['dried_kelp'],[9],[1.0]
minecraft:campfire_cooking,dried_kelp,1,,['kelp'],[1],[1.0]
minecraft:smelting,dried_kelp,1,,['kelp'],[1],[1.0]
minecraft:smoking,dried_kelp,1,,['kelp'],[1],[1.0]
minecraft:crafting_shaped,dripstone_block,1,pointed_dripstone,['pointed_dripstone'],[4],[1.0]
minecraft:crafting_shaped,dropper,1,,"['cobblestone', 'redstone']","[7, 1]","[0.875, 0.125]"
minecraft:crafting_shapeless,emerald,9,,['emerald_block'],[1],[1.0]
minecraft:crafting_shaped,emerald_block,1,,['emerald'],[9],[1.0]
minecraft:blasting,emerald,1,emerald,['deepslate_emerald_ore'],[1],[1.0]
minecraft:blasting,emerald,1,emerald,['emerald_ore'],[1],[1.0]
minecraft:smelting,emerald,1,emerald,['deepslate_emerald_ore'],[1],[1.0]
minecraft:smelting,emerald,1,emerald,['emerald_ore'],[1],[1.0]
minecraft:crafting_shaped,enchanting_table,1,,"['obsidian', 'book', 'diamond']","[4, 1, 2]","[0.5714285714285714, 0.14285714285714285, 0.2857142857142857]"
minecraft:crafting_shaped,ender_chest,1,,"['obsidian', 'ender_eye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,ender_eye,1,,"['ender_pearl', 'blaze_powder']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,end_crystal,1,,"['ender_eye', 'glass', 'ghast_tear']","[1, 7, 1]","[0.1111111111111111, 0.7777777777777778, 0.1111111111111111]"
minecraft:crafting_shaped,end_rod,4,,"['popped_chorus_fruit', 'blaze_rod']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,end_stone_bricks,4,,['end_stone'],[4],[1.0]
minecraft:stonecutting,end_stone_bricks,1,,['end_stone'],[1],[1.0]
minecraft:crafting_shaped,end_stone_brick_slab,6,,['end_stone_bricks'],[3],[1.0]
minecraft:stonecutting,end_stone_brick_slab,1,,['end_stone_bricks'],[1],[1.0]
minecraft:stonecutting,end_stone_brick_slab,1,,['end_stone'],[1],[1.0]
minecraft:crafting_shaped,end_stone_brick_stairs,4,,['end_stone_bricks'],[6],[1.0]
minecraft:stonecutting,end_stone_brick_stairs,1,,['end_stone_bricks'],[1],[1.0]
minecraft:stonecutting,end_stone_brick_stairs,1,,['end_stone'],[1],[1.0]
minecraft:crafting_shaped,end_stone_brick_wall,6,,['end_stone_bricks'],[6],[1.0]
minecraft:stonecutting,end_stone_brick_wall,1,,['end_stone_bricks'],[1],[1.0]
minecraft:stonecutting,end_stone_brick_wall,1,,['end_stone'],[1],[1.0]
minecraft:crafting_shaped,exposed_cut_copper,4,,['exposed_copper'],[4],[1.0]
minecraft:stonecutting,exposed_cut_copper,1,,['exposed_copper'],[1],[1.0]
minecraft:crafting_shaped,exposed_cut_copper_slab,6,,['exposed_cut_copper'],[3],[1.0]
minecraft:stonecutting,exposed_cut_copper_slab,1,,['exposed_copper'],[1],[1.0]
minecraft:stonecutting,exposed_cut_copper_slab,1,,['exposed_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,exposed_cut_copper_stairs,4,,['exposed_cut_copper'],[6],[1.0]
minecraft:stonecutting,exposed_cut_copper_stairs,1,,['exposed_copper'],[1],[1.0]
minecraft:stonecutting,exposed_cut_copper_stairs,1,,['exposed_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,fermented_spider_eye,1,,"['spider_eye', 'brown_mushroom', 'sugar']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shapeless,firework_rocket,3,,"['gunpowder', 'paper']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,fire_charge,3,,"['gunpowder', 'blaze_powder', ['coal', 'charcoal']]","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shaped,fishing_rod,1,,"['stick', 'string']","[3, 2]","[0.6, 0.4]"
minecraft:crafting_shaped,fletching_table,1,,"['planks', 'flint']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shapeless,flint_and_steel,1,,"['iron_ingot', 'flint']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,flower_banner_pattern,1,,"['paper', 'oxeye_daisy']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,flower_pot,1,,['brick'],[3],[1.0]
minecraft:crafting_shaped,furnace,1,,['stone_crafting_materials'],[8],[1.0]
minecraft:crafting_shapeless,furnace_minecart,1,,"['furnace', 'minecart']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,glass,1,,['sand'],[1],[1.0]
minecraft:crafting_shaped,glass_bottle,3,,['glass'],[3],[1.0]
minecraft:crafting_shaped,glass_pane,16,,['glass'],[6],[1.0]
minecraft:crafting_shaped,glistering_melon_slice,1,,"['gold_nugget', 'melon_slice']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,glowstone,1,,['glowstone_dust'],[4],[1.0]
minecraft:crafting_shapeless,glow_item_frame,1,,"['item_frame', 'glow_ink_sac']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,golden_apple,1,,"['gold_ingot', 'apple']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,golden_axe,1,,"['stick', 'gold_ingot']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,golden_boots,1,,['gold_ingot'],[4],[1.0]
minecraft:crafting_shaped,golden_carrot,1,,"['gold_nugget', 'carrot']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,golden_chestplate,1,,['gold_ingot'],[8],[1.0]
minecraft:crafting_shaped,golden_helmet,1,,['gold_ingot'],[5],[1.0]
minecraft:crafting_shaped,golden_hoe,1,,"['stick', 'gold_ingot']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,golden_leggings,1,,['gold_ingot'],[7],[1.0]
minecraft:crafting_shaped,golden_pickaxe,1,,"['stick', 'gold_ingot']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,golden_shovel,1,,"['stick', 'gold_ingot']","[2, 1]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,golden_sword,1,,"['stick', 'gold_ingot']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,gold_block,1,,['gold_ingot'],[9],[1.0]
minecraft:blasting,gold_ingot,1,gold_ingot,['deepslate_gold_ore'],[1],[1.0]
minecraft:blasting,gold_ingot,1,gold_ingot,['gold_ore'],[1],[1.0]
minecraft:blasting,gold_ingot,1,gold_ingot,['nether_gold_ore'],[1],[1.0]
minecraft:blasting,gold_ingot,1,gold_ingot,['raw_gold'],[1],[1.0]
minecraft:crafting_shapeless,gold_ingot,9,gold_ingot,['gold_block'],[1],[1.0]
minecraft:crafting_shaped,gold_ingot,1,gold_ingot,['gold_nugget'],[9],[1.0]
minecraft:smelting,gold_ingot,1,gold_ingot,['deepslate_gold_ore'],[1],[1.0]
minecraft:smelting,gold_ingot,1,gold_ingot,['gold_ore'],[1],[1.0]
minecraft:smelting,gold_ingot,1,gold_ingot,['nether_gold_ore'],[1],[1.0]
minecraft:smelting,gold_ingot,1,gold_ingot,['raw_gold'],[1],[1.0]
minecraft:crafting_shapeless,gold_nugget,9,,['gold_ingot'],[1],[1.0]
minecraft:blasting,gold_nugget,1,,"[['golden_pickaxe', 'golden_shovel', 'golden_axe', 'golden_hoe', 'golden_sword', 'golden_helmet', 'golden_chestplate', 'golden_leggings', 'golden_boots', 'golden_horse_armor']]",[1],[1.0]
minecraft:smelting,gold_nugget,1,,"[['golden_pickaxe', 'golden_shovel', 'golden_axe', 'golden_hoe', 'golden_sword', 'golden_helmet', 'golden_chestplate', 'golden_leggings', 'golden_boots', 'golden_horse_armor']]",[1],[1.0]
minecraft:crafting_shapeless,granite,1,,"['diorite', 'quartz']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,granite_slab,6,,['granite'],[3],[1.0]
minecraft:stonecutting,granite_slab,1,,['granite'],[1],[1.0]
minecraft:crafting_shaped,granite_stairs,4,,['granite'],[6],[1.0]
minecraft:stonecutting,granite_stairs,1,,['granite'],[1],[1.0]
minecraft:crafting_shaped,granite_wall,6,,['granite'],[6],[1.0]
minecraft:stonecutting,granite_wall,1,,['granite'],[1],[1.0]
minecraft:crafting_shaped,gray_banner,1,banner,"['gray_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,gray_bed,1,bed,"['gray_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,gray_bed,1,dyed_bed,"['white_bed', 'gray_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,gray_candle,1,dyed_candle,"['candle', 'gray_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,gray_carpet,3,carpet,['gray_wool'],[2],[1.0]
minecraft:crafting_shaped,gray_carpet,8,carpet,"['white_carpet', 'gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,gray_concrete_powder,8,concrete_powder,"['gray_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,gray_dye,2,,"['black_dye', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,gray_glazed_terracotta,1,,['gray_terracotta'],[1],[1.0]
minecraft:crafting_shaped,gray_stained_glass,8,stained_glass,"['glass', 'gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,gray_stained_glass_pane,16,stained_glass_pane,['gray_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,gray_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,gray_terracotta,8,stained_terracotta,"['terracotta', 'gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,gray_wool,1,wool,"['gray_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,green_banner,1,banner,"['green_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,green_bed,1,bed,"['green_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,green_bed,1,dyed_bed,"['white_bed', 'green_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,green_candle,1,dyed_candle,"['candle', 'green_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,green_carpet,3,carpet,['green_wool'],[2],[1.0]
minecraft:crafting_shaped,green_carpet,8,carpet,"['white_carpet', 'green_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,green_concrete_powder,8,concrete_powder,"['green_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:smelting,green_dye,1,,['cactus'],[1],[1.0]
minecraft:smelting,green_glazed_terracotta,1,,['green_terracotta'],[1],[1.0]
minecraft:crafting_shaped,green_stained_glass,8,stained_glass,"['glass', 'green_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,green_stained_glass_pane,16,stained_glass_pane,['green_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,green_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'green_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,green_terracotta,8,stained_terracotta,"['terracotta', 'green_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,green_wool,1,wool,"['green_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,grindstone,1,,"['planks', 'stone_slab', 'stick']","[2, 1, 2]","[0.4, 0.2, 0.4]"
minecraft:crafting_shaped,hay_block,1,,['wheat'],[9],[1.0]
minecraft:crafting_shaped,heavy_weighted_pressure_plate,1,,['iron_ingot'],[2],[1.0]
minecraft:crafting_shaped,honeycomb_block,1,,['honeycomb'],[4],[1.0]
minecraft:crafting_shaped,honey_block,1,,['honey_bottle'],[4],[1.0]
minecraft:crafting_shapeless,honey_bottle,4,,"['honey_block', 'glass_bottle']","[1, 4]","[0.2, 0.8]"
minecraft:crafting_shaped,hopper,1,,"['chest', 'iron_ingot']","[1, 5]","[0.16666666666666666, 0.8333333333333334]"
minecraft:crafting_shapeless,hopper_minecart,1,,"['hopper', 'minecart']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,iron_axe,1,,"['stick', 'iron_ingot']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,iron_bars,16,,['iron_ingot'],[6],[1.0]
minecraft:crafting_shaped,iron_block,1,,['iron_ingot'],[9],[1.0]
minecraft:crafting_shaped,iron_boots,1,,['iron_ingot'],[4],[1.0]
minecraft:crafting_shaped,iron_chestplate,1,,['iron_ingot'],[8],[1.0]
minecraft:crafting_shaped,iron_door,3,,['iron_ingot'],[6],[1.0]
minecraft:crafting_shaped,iron_helmet,1,,['iron_ingot'],[5],[1.0]
minecraft:crafting_shaped,iron_hoe,1,,"['stick', 'iron_ingot']","[2, 2]","[0.5, 0.5]"
minecraft:blasting,iron_ingot,1,iron_ingot,['deepslate_iron_ore'],[1],[1.0]
minecraft:blasting,iron_ingot,1,iron_ingot,['iron_ore'],[1],[1.0]
minecraft:blasting,iron_ingot,1,iron_ingot,['raw_iron'],[1],[1.0]
minecraft:crafting_shapeless,iron_ingot,9,iron_ingot,['iron_block'],[1],[1.0]
minecraft:crafting_shaped,iron_ingot,1,iron_ingot,['iron_nugget'],[9],[1.0]
minecraft:smelting,iron_ingot,1,iron_ingot,['deepslate_iron_ore'],[1],[1.0]
minecraft:smelting,iron_ingot,1,iron_ingot,['iron_ore'],[1],[1.0]
minecraft:smelting,iron_ingot,1,iron_ingot,['raw_iron'],[1],[1.0]
minecraft:crafting_shaped,iron_leggings,1,,['iron_ingot'],[7],[1.0]
minecraft:crafting_shapeless,iron_nugget,9,,['iron_ingot'],[1],[1.0]
minecraft:blasting,iron_nugget,1,,"[['iron_pickaxe', 'iron_shovel', 'iron_axe', 'iron_hoe', 'iron_sword', 'iron_helmet', 'iron_chestplate', 'iron_leggings', 'iron_boots', 'iron_horse_armor', 'chainmail_helmet', 'chainmail_chestplate', 'chainmail_leggings', 'chainmail_boots']]",[1],[1.0]
minecraft:smelting,iron_nugget,1,,"[['iron_pickaxe', 'iron_shovel', 'iron_axe', 'iron_hoe', 'iron_sword', 'iron_helmet', 'iron_chestplate', 'iron_leggings', 'iron_boots', 'iron_horse_armor', 'chainmail_helmet', 'chainmail_chestplate', 'chainmail_leggings', 'chainmail_boots']]",[1],[1.0]
minecraft:crafting_shaped,iron_pickaxe,1,,"['stick', 'iron_ingot']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,iron_shovel,1,,"['stick', 'iron_ingot']","[2, 1]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,iron_sword,1,,"['stick', 'iron_ingot']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,iron_trapdoor,1,,['iron_ingot'],[4],[1.0]
minecraft:crafting_shaped,item_frame,1,,"['stick', 'leather']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,jack_o_lantern,1,,"['carved_pumpkin', 'torch']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,jukebox,1,,"['planks', 'diamond']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,jungle_boat,1,boat,['jungle_planks'],[5],[1.0]
minecraft:crafting_shapeless,jungle_button,1,wooden_button,['jungle_planks'],[1],[1.0]
minecraft:crafting_shapeless,jungle_chest_boat,1,chest_boat,"['chest', 'jungle_boat']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,jungle_door,3,wooden_door,['jungle_planks'],[6],[1.0]
minecraft:crafting_shaped,jungle_fence,3,wooden_fence,"['stick', 'jungle_planks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,jungle_fence_gate,1,wooden_fence_gate,"['stick', 'jungle_planks']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shapeless,jungle_planks,4,planks,['jungle_logs'],[1],[1.0]
minecraft:crafting_shaped,jungle_pressure_plate,1,wooden_pressure_plate,['jungle_planks'],[2],[1.0]
minecraft:crafting_shaped,jungle_sign,3,wooden_sign,"['jungle_planks', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,jungle_slab,6,wooden_slab,['jungle_planks'],[3],[1.0]
minecraft:crafting_shaped,jungle_stairs,4,wooden_stairs,['jungle_planks'],[6],[1.0]
minecraft:crafting_shaped,jungle_trapdoor,2,wooden_trapdoor,['jungle_planks'],[6],[1.0]
minecraft:crafting_shaped,jungle_wood,3,bark,['jungle_log'],[4],[1.0]
minecraft:crafting_shaped,ladder,3,,['stick'],[7],[1.0]
minecraft:crafting_shaped,lantern,1,,"['torch', 'iron_nugget']","[1, 8]","[0.1111111111111111, 0.8888888888888888]"
minecraft:crafting_shaped,lapis_block,1,,['lapis_lazuli'],[9],[1.0]
minecraft:crafting_shapeless,lapis_lazuli,9,,['lapis_block'],[1],[1.0]
minecraft:blasting,lapis_lazuli,1,lapis_lazuli,['deepslate_lapis_ore'],[1],[1.0]
minecraft:blasting,lapis_lazuli,1,lapis_lazuli,['lapis_ore'],[1],[1.0]
minecraft:smelting,lapis_lazuli,1,lapis_lazuli,['deepslate_lapis_ore'],[1],[1.0]
minecraft:smelting,lapis_lazuli,1,lapis_lazuli,['lapis_ore'],[1],[1.0]
minecraft:crafting_shaped,lead,2,,"['slime_ball', 'string']","[1, 4]","[0.2, 0.8]"
minecraft:crafting_shaped,leather,1,,['rabbit_hide'],[4],[1.0]
minecraft:crafting_shaped,leather_boots,1,,['leather'],[4],[1.0]
minecraft:crafting_shaped,leather_chestplate,1,,['leather'],[8],[1.0]
minecraft:crafting_shaped,leather_helmet,1,,['leather'],[5],[1.0]
minecraft:crafting_shaped,leather_horse_armor,1,,['leather'],[7],[1.0]
minecraft:crafting_shaped,leather_leggings,1,,['leather'],[7],[1.0]
minecraft:crafting_shaped,lectern,1,,"['bookshelf', 'wooden_slabs']","[1, 4]","[0.2, 0.8]"
minecraft:crafting_shaped,lever,1,,"['cobblestone', 'stick']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,lightning_rod,1,,['copper_ingot'],[3],[1.0]
minecraft:crafting_shaped,light_blue_banner,1,banner,"['light_blue_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,light_blue_bed,1,bed,"['light_blue_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,light_blue_bed,1,dyed_bed,"['white_bed', 'light_blue_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,light_blue_candle,1,dyed_candle,"['candle', 'light_blue_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,light_blue_carpet,3,carpet,['light_blue_wool'],[2],[1.0]
minecraft:crafting_shaped,light_blue_carpet,8,carpet,"['white_carpet', 'light_blue_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,light_blue_concrete_powder,8,concrete_powder,"['light_blue_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,light_blue_dye,1,light_blue_dye,['blue_orchid'],[1],[1.0]
minecraft:crafting_shapeless,light_blue_dye,2,light_blue_dye,"['blue_dye', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:smelting,light_blue_glazed_terracotta,1,,['light_blue_terracotta'],[1],[1.0]
minecraft:crafting_shaped,light_blue_stained_glass,8,stained_glass,"['glass', 'light_blue_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,light_blue_stained_glass_pane,16,stained_glass_pane,['light_blue_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,light_blue_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'light_blue_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,light_blue_terracotta,8,stained_terracotta,"['terracotta', 'light_blue_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,light_blue_wool,1,wool,"['light_blue_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,light_gray_banner,1,banner,"['light_gray_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,light_gray_bed,1,bed,"['light_gray_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,light_gray_bed,1,dyed_bed,"['white_bed', 'light_gray_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,light_gray_candle,1,dyed_candle,"['candle', 'light_gray_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,light_gray_carpet,3,carpet,['light_gray_wool'],[2],[1.0]
minecraft:crafting_shaped,light_gray_carpet,8,carpet,"['white_carpet', 'light_gray_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,light_gray_concrete_powder,8,concrete_powder,"['light_gray_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,light_gray_dye,1,light_gray_dye,['azure_bluet'],[1],[1.0]
minecraft:crafting_shapeless,light_gray_dye,3,light_gray_dye,"['black_dye', 'white_dye']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shapeless,light_gray_dye,2,light_gray_dye,"['gray_dye', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,light_gray_dye,1,light_gray_dye,['oxeye_daisy'],[1],[1.0]
minecraft:crafting_shapeless,light_gray_dye,1,light_gray_dye,['white_tulip'],[1],[1.0]
minecraft:smelting,light_gray_glazed_terracotta,1,,['light_gray_terracotta'],[1],[1.0]
